#Scan#	abs_DeltaMZ	Compound_Name	Precursor_MZ	Adduct	LibraryQualityString	SpectrumID	Suspect Name	suspect_index	cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	cluster_index_lib	ScanNumber_lib	Original_Path_lib
89142	14.015	Massbank:FIO00256 delta-Tridecalactone	213.185	[M+H]+	Bronze	CCMSLIB00000213944	Suspect related to Massbank:FIO00256 delta-Tridecalactone +CH2	138088	138088.0	inputspectra/spec-00672.mzXML	96736.0	390.915	0.0	227.202	2599.0	spec/spec-00672.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA11_01_2033.mzXML	89142.0	2438.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
89142	14.015999999999998	Massbank:FIO00256 delta-Tridecalactone	213.185	[M+H]+	Bronze	CCMSLIB00000213944	Suspect related to Massbank:FIO00256 delta-Tridecalactone +CH2	138478	138478.0	inputspectra/spec-00924.mzXML	41680.0	391.944	0.0	227.202	2606.0	spec/spec-00924.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BG5_01_2099.mzXML	89142.0	2438.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
89142	14.027999999999999	Massbank:FIO00256 delta-Tridecalactone	213.185	[M+H]+	Bronze	CCMSLIB00000213944	Suspect related to Massbank:FIO00256 delta-Tridecalactone +CH2	138828	138828.0	inputspectra/spec-00246.mzXML	71012.0	391.91900000000004	0.0	227.22299999999998	2601.0	spec/spec-00246.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BG3_01_980.mzXML	89142.0	2438.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
89142	14.017000000000001	Massbank:FIO00256 delta-Tridecalactone	213.185	[M+H]+	Bronze	CCMSLIB00000213944	Suspect related to Massbank:FIO00256 delta-Tridecalactone +CH2	138863	138863.0	inputspectra/spec-00775.mzXML	39776.0	383.74699999999996	0.0	227.203	2523.0	spec/spec-00775.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB8_01_2249.mzXML	89142.0	2438.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
89142	28.029	Massbank:FIO00256 delta-Tridecalactone	213.185	[M+H]+	Bronze	CCMSLIB00000213944	Suspect related to Massbank:FIO00256 delta-Tridecalactone +C2H4	199477	199477.0	inputspectra/spec-00325.mzXML	58344.0	412.4	0.0	241.204	2747.0	spec/spec-00325.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB8_01_1226.mzXML	89142.0	2438.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML
91468	14.004000000000001	Arachidic acid	215.2	215.2	Bronze	CCMSLIB00003720466	Suspect related to Arachidic acid +CH2	146610	146610.0	inputspectra/spec-00305.mzXML	412740.0	419.087	0.0	229.203	2795.0	spec/spec-00305.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA2_01_1208.mzXML	91468.0	2649.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA12_01_917.mzXML
208240	14.030999999999999	Ethyl pentadecanoate	243.232	M+H-C2H4	Bronze	CCMSLIB00003568854	Suspect related to Ethyl pentadecanoate -CH2	146610	146610.0	inputspectra/spec-00305.mzXML	412740.0	419.087	0.0	229.203	2795.0	spec/spec-00305.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA2_01_1208.mzXML	208240.0	2945.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA11_01_916.mzXML
208240	14.007	Ethyl pentadecanoate	243.232	M+H-C2H4	Bronze	CCMSLIB00003568854	Suspect related to Ethyl pentadecanoate +CH2	262484	262484.0	inputspectra/spec-00741.mzXML	164296.0	69.73100000000001	0.0	257.24	304.0	spec/spec-00741.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA5_01_2027.mzXML	208240.0	2945.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA11_01_916.mzXML
208240	14.014000000000001	Ethyl pentadecanoate	243.232	M+H-C2H4	Bronze	CCMSLIB00003568854	Suspect related to Ethyl pentadecanoate +CH2	263845	263845.0	inputspectra/spec-00413.mzXML	348148.0	458.957	0.0	257.242	3282.0	spec/spec-00413.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/3m__BA2_01_1107.mzXML	208240.0	2945.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA11_01_916.mzXML
208240	14.012	Ethyl pentadecanoate	243.232	M+H-C2H4	Bronze	CCMSLIB00003568854	Suspect related to Ethyl pentadecanoate +CH2	264127	264127.0	inputspectra/spec-00485.mzXML	349388.0	458.963	0.0	257.243	3282.0	spec/spec-00485.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/3m__BA7_01_1112.mzXML	208240.0	2945.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA11_01_916.mzXML
208240	14.013	Ethyl pentadecanoate	243.232	M+H-C2H4	Bronze	CCMSLIB00003568854	Suspect related to Ethyl pentadecanoate +CH2	264860	264860.0	inputspectra/spec-00179.mzXML	393884.0	459.10699999999997	0.0	257.244	3282.0	spec/spec-00179.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/3m__BB1_01_1118.mzXML	208240.0	2945.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA11_01_916.mzXML
208240	14.022	Ethyl pentadecanoate	243.232	M+H-C2H4	Bronze	CCMSLIB00003568854	Suspect related to Ethyl pentadecanoate -CH2	146704	146704.0	inputspectra/spec-00213.mzXML	372452.0	418.985	0.0	229.21900000000002	2801.0	spec/spec-00213.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB7_01_924.mzXML	208240.0	2945.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA11_01_916.mzXML
133606	14.013	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199161	199161.0	inputspectra/spec-00960.mzXML	112804.0	410.735	0.0	241.22	2730.0	spec/spec-00960.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML	133606.0	2585.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BD1_01_2266.mzXML
133606	14.012	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199265	199265.0	inputspectra/spec-00595.mzXML	230276.0	413.031	0.0	241.218	2755.0	spec/spec-00595.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA4_01_2233.mzXML	133606.0	2585.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BD1_01_2266.mzXML
133606	14.008	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199293	199293.0	inputspectra/spec-00402.mzXML	77968.0	412.99800000000005	0.0	241.203	2747.0	spec/spec-00402.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA3_01_1209.mzXML	133606.0	2585.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BD1_01_2266.mzXML
133606	14.017999999999999	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid -CH2	89142	89142.0	inputspectra/spec-00888.mzXML	25264.0	368.584	0.0	213.18599999999998	2438.0	spec/spec-00888.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA6_01_2235.mzXML	133606.0	2585.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BD1_01_2266.mzXML
138072	14.014000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199161	199161.0	inputspectra/spec-00960.mzXML	112804.0	410.735	0.0	241.22	2730.0	spec/spec-00960.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML	138072.0	2605.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA4_01_2026.mzXML
138072	14.015	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199301	199301.0	inputspectra/spec-00725.mzXML	236576.0	412.736	0.0	241.21900000000002	2751.0	spec/spec-00725.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA3_01_2232.mzXML	138072.0	2605.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA4_01_2026.mzXML
138072	14.01	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	199438	199438.0	inputspectra/spec-00262.mzXML	79056.0	413.46	0.0	241.204	2754.0	spec/spec-00262.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA5_01_1211.mzXML	138072.0	2605.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA4_01_2026.mzXML
138072	14.015999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +CH2	200324	200324.0	inputspectra/spec-00862.mzXML	107320.0	414.091	0.0	241.218	2761.0	spec/spec-00862.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BE2_01_2072.mzXML	138072.0	2605.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA4_01_2026.mzXML
138072	28.034000000000002	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234063	Suspect related to Myristoleic acid +C2H4	247802	247802.0	inputspectra/spec-00748.mzXML	39864.0	432.80300000000005	0.0	255.233	2891.0	spec/spec-00748.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BG3_01_2097.mzXML	138072.0	2605.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA4_01_2026.mzXML
138080	14.014000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199161	199161.0	inputspectra/spec-00960.mzXML	112804.0	410.735	0.0	241.22	2730.0	spec/spec-00960.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML	138080.0	2596.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB12_01_2253.mzXML
138080	14.027999999999999	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	200678	200678.0	inputspectra/spec-00500.mzXML	50932.0	413.091	0.0	241.24	2753.0	spec/spec-00500.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BG2_01_979.mzXML	138080.0	2596.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB12_01_2253.mzXML
138080	14.015	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199399	199399.0	inputspectra/spec-00802.mzXML	167804.0	410.67	0.0	241.22	2732.0	spec/spec-00802.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BD1_01_2266.mzXML	138080.0	2596.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB12_01_2253.mzXML
138080	14.015999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199410	199410.0	inputspectra/spec-00934.mzXML	153692.0	411.24	0.0	241.21900000000002	2738.0	spec/spec-00934.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA2_01_2231.mzXML	138080.0	2596.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB12_01_2253.mzXML
138080	14.035	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	200659	200659.0	inputspectra/spec-00265.mzXML	43972.0	412.37800000000004	0.0	241.24400000000003	2753.0	spec/spec-00265.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BH10_01_999.mzXML	138080.0	2596.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB12_01_2253.mzXML
138080	16.033	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid -O	83246	83246.0	inputspectra/spec-00470.mzXML	37464.0	184.824	0.0	211.192	1115.0	spec/spec-00470.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/2m__BF4_01_1069.mzXML	138080.0	2596.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BB12_01_2253.mzXML
138096	14.012	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199161	199161.0	inputspectra/spec-00960.mzXML	112804.0	410.735	0.0	241.22	2730.0	spec/spec-00960.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML	138096.0	2599.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA1_01_2023.mzXML
138096	14.007	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199293	199293.0	inputspectra/spec-00402.mzXML	77968.0	412.99800000000005	0.0	241.203	2747.0	spec/spec-00402.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA3_01_1209.mzXML	138096.0	2599.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA1_01_2023.mzXML
138096	14.015	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199204	199204.0	inputspectra/spec-00457.mzXML	205196.0	412.786	0.0	241.22	2753.0	spec/spec-00457.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BC1_01_930.mzXML	138096.0	2599.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA1_01_2023.mzXML
138096	14.012	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199400	199400.0	inputspectra/spec-00539.mzXML	82164.0	413.895	0.0	241.21900000000002	2761.0	spec/spec-00539.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB4_01_921.mzXML	138096.0	2599.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA1_01_2023.mzXML
138096	28.031	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +C2H4	250283	250283.0	inputspectra/spec-00615.mzXML	85932.0	430.98199999999997	0.0	255.237	2887.0	spec/spec-00615.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BD4_01_1858.mzXML	138096.0	2599.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA1_01_2023.mzXML
138096	14.014000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid +CH2	199410	199410.0	inputspectra/spec-00934.mzXML	153692.0	411.24	0.0	241.21900000000002	2738.0	spec/spec-00934.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA2_01_2231.mzXML	138096.0	2599.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA1_01_2023.mzXML
138096	28.035999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003478778	Suspect related to Myristoleic acid -C2H4	43603	43603.0	inputspectra/spec-00595.mzXML	29920.0	345.00300000000004	0.0	199.171	2270.0	spec/spec-00595.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA4_01_2233.mzXML	138096.0	2599.0	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BA1_01_2023.mzXML
247215	14.013	16-Hydroxyhexadecanoic acid	255.232	M+H-H2O	Bronze	CCMSLIB00003527360	Suspect related to 16-Hydroxyhexadecanoic acid -CH2	199161	199161.0	inputspectra/spec-00960.mzXML	112804.0	410.735	0.0	241.22	2730.0	spec/spec-00960.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC10_01_2263.mzXML	247215.0	2873.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA6_01_911.mzXML
247215	28.043000000000003	16-Hydroxyhexadecanoic acid	255.232	M+H-H2O	Bronze	CCMSLIB00003527360	Suspect related to 16-Hydroxyhexadecanoic acid +C2H4	412961	412961.0	inputspectra/spec-00402.mzXML	216848.0	466.659	0.0	283.248	3131.0	spec/spec-00402.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA3_01_1209.mzXML	247215.0	2873.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA6_01_911.mzXML
247215	28.034000000000002	16-Hydroxyhexadecanoic acid	255.232	M+H-H2O	Bronze	CCMSLIB00003527360	Suspect related to 16-Hydroxyhexadecanoic acid +C2H4	413741	413741.0	inputspectra/spec-00431.mzXML	224940.0	465.339	0.0	283.26	3123.0	spec/spec-00431.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/5m__BA5_01_1311.mzXML	247215.0	2873.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA6_01_911.mzXML
247215	14.01	16-Hydroxyhexadecanoic acid	255.232	M+H-H2O	Bronze	CCMSLIB00003527360	Suspect related to 16-Hydroxyhexadecanoic acid -CH2	199917	199917.0	inputspectra/spec-00591.mzXML	125336.0	411.336	0.0	241.218	2740.0	spec/spec-00591.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA5_01_2234.mzXML	247215.0	2873.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA6_01_911.mzXML
137814	14.015999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199204	199204.0	inputspectra/spec-00457.mzXML	205196.0	412.786	0.0	241.22	2753.0	spec/spec-00457.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BC1_01_930.mzXML	137814.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA12_01_917.mzXML
137814	14.013	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199930	199930.0	inputspectra/spec-00541.mzXML	50176.0	412.75	0.0	241.21400000000003	2731.0	spec/spec-00541.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/5m__BH8_01_1398.mzXML	137814.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA12_01_917.mzXML
137814	14.015	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199949	199949.0	inputspectra/spec-01000.mzXML	71264.0	411.084	0.0	241.22	2739.0	spec/spec-01000.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC3_01_2256.mzXML	137814.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA12_01_917.mzXML
137814	14.019	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	200312	200312.0	inputspectra/spec-00246.mzXML	58844.0	413.2	0.0	241.24	2753.0	spec/spec-00246.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BG3_01_980.mzXML	137814.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA12_01_917.mzXML
137814	14.020999999999999	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	200581	200581.0	inputspectra/spec-00802.mzXML	27472.0	409.559	0.0	241.22	2724.0	spec/spec-00802.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BD1_01_2266.mzXML	137814.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA12_01_917.mzXML
137879	14.017999999999999	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199204	199204.0	inputspectra/spec-00457.mzXML	205196.0	412.786	0.0	241.22	2753.0	spec/spec-00457.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BC1_01_930.mzXML	137879.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA9_01_2238.mzXML
137879	14.017000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199949	199949.0	inputspectra/spec-01000.mzXML	71264.0	411.084	0.0	241.22	2739.0	spec/spec-01000.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BC3_01_2256.mzXML	137879.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA9_01_2238.mzXML
137879	28.028000000000002	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	247357	247357.0	inputspectra/spec-00914.mzXML	167748.0	431.24699999999996	0.0	255.235	2888.0	spec/spec-00914.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB6_01_1836.mzXML	137879.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA9_01_2238.mzXML
137879	28.035999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	250400	250400.0	inputspectra/spec-00929.mzXML	48656.0	431.44800000000004	0.0	255.237	2887.0	spec/spec-00929.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BD2_01_1856.mzXML	137879.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA9_01_2238.mzXML
137879	28.031	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid -C2H4	46251	46251.0	inputspectra/spec-00937.mzXML	27180.0	347.01800000000003	0.0	199.171	2282.0	spec/spec-00937.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/13m__BE4_01_2074.mzXML	137879.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA9_01_2238.mzXML
138002	14.015999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199204	199204.0	inputspectra/spec-00457.mzXML	205196.0	412.786	0.0	241.22	2753.0	spec/spec-00457.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BC1_01_930.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	28.026	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	247357	247357.0	inputspectra/spec-00914.mzXML	167748.0	431.24699999999996	0.0	255.235	2888.0	spec/spec-00914.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/11m__BB6_01_1836.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	14.013	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199250	199250.0	inputspectra/spec-00539.mzXML	196188.0	412.77099999999996	0.0	241.21900000000002	2753.0	spec/spec-00539.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB4_01_921.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	14.014000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199351	199351.0	inputspectra/spec-00535.mzXML	115964.0	413.658	0.0	241.22	2761.0	spec/spec-00535.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BC2_01_931.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	14.013	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199400	199400.0	inputspectra/spec-00539.mzXML	82164.0	413.895	0.0	241.21900000000002	2761.0	spec/spec-00539.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB4_01_921.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	14.015999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199498	199498.0	inputspectra/spec-00245.mzXML	138680.0	412.651	0.0	241.205	2748.0	spec/spec-00245.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BB9_01_1227.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	14.013	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199568	199568.0	inputspectra/spec-00289.mzXML	171080.0	412.92699999999996	0.0	241.218	2753.0	spec/spec-00289.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA9_01_914.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	14.015999999999998	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199971	199971.0	inputspectra/spec-00356.mzXML	137316.0	412.7	0.0	241.22	2753.0	spec/spec-00356.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BC3_01_932.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	28.03	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +C2H4	247657	247657.0	inputspectra/spec-00553.mzXML	284456.0	428.043	0.0	255.233	2865.0	spec/spec-00553.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BA7_01_912.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138002	28.033	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid -C2H4	46232	46232.0	inputspectra/spec-00406.mzXML	31852.0	345.668	0.0	199.172	2273.0	spec/spec-00406.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB11_01_928.mzXML	138002.0	2590.0	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BA7_01_2236.mzXML
138054	14.025	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	200581	200581.0	inputspectra/spec-00802.mzXML	27472.0	409.559	0.0	241.22	2724.0	spec/spec-00802.mzXML	f.MSV000078556/spectrum/Human_Swabs/Woman/m15__BD1_01_2266.mzXML	138054.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB6_01_923.mzXML
138054	14.024000000000001	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199348	199348.0	inputspectra/spec-00311.mzXML	40348.0	412.334	0.0	241.203	2747.0	spec/spec-00311.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/4m__BA8_01_1214.mzXML	138054.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB6_01_923.mzXML
138054	14.017999999999999	Myristoleic acid	227.201	M+H	Bronze	CCMSLIB00003234062	Suspect related to Myristoleic acid +CH2	199454	199454.0	inputspectra/spec-00375.mzXML	241452.0	413.086	0.0	241.218	2753.0	spec/spec-00375.mzXML	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB5_01_922.mzXML	138054.0	2601.0	f.MSV000078556/spectrum/Human_Swabs/Man/1m__BB6_01_923.mzXML
