cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path
125	inputspectra/spec-00015.mzXML	3845.19	567.558	0	277.09	812	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
125	inputspectra/spec-00015.mzXML	3954.97	590.067	0	277	846	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
125	inputspectra/spec-00015.mzXML	4664.43	747.917	0	275.98	1111	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
125	inputspectra/spec-00015.mzXML	4686.28	763.427	0	275.95	1136	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
125	inputspectra/spec-00015.mzXML	4798.38	772.232	0	275.94	1149	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
126	inputspectra/spec-00005.mzXML	681397	14.9703	0	276.146	24	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
126	inputspectra/spec-00005.mzXML	570212	17.4449	0	276.146	28	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
126	inputspectra/spec-00019.mzXML	461039	3.1426	0	276.15	5	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
126	inputspectra/spec-00019.mzXML	452561	8.5159	0	276.15	14	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
127	inputspectra/spec-00005.mzXML	88956.2	147.037	0	277.15	190	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
127	inputspectra/spec-00005.mzXML	71293.7	158.523	0	277.15	200	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
127	inputspectra/spec-00013.mzXML	5505.22	259.097	0	277.53	491	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
127	inputspectra/spec-00013.mzXML	5547.59	268.09	0	277.51	506	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
127	inputspectra/spec-00013.mzXML	5768.51	342.37	0	277.5	628	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
127	inputspectra/spec-00015.mzXML	4594.6	246.784	0	278.21	382	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
127	inputspectra/spec-00015.mzXML	5088.91	252.651	0	278.16	390	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
127	inputspectra/spec-00015.mzXML	4845.36	259.769	0	278.09	401	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
127	inputspectra/spec-00015.mzXML	4236.49	862.781	0	278.3	1279	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
127	inputspectra/spec-00019.mzXML	73216.7	201.813	0	277.15	212	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
127	inputspectra/spec-00019.mzXML	59442.4	205.792	0	277.15	217	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
128	inputspectra/spec-00013.mzXML	5935.66	459.689	0	278.68	801	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
128	inputspectra/spec-00013.mzXML	6156.96	545.037	0	278.69	926	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
128	inputspectra/spec-00013.mzXML	5630.86	564.052	0	278.7	956	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
129	inputspectra/spec-00007.mzXML	2.18781e+06	21.5609	0	279.163	30	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
129	inputspectra/spec-00007.mzXML	1.98008e+06	25.0126	0	279.163	35	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
130	inputspectra/spec-00003.mzXML	31347.2	266.077	0	279.18	223	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
130	inputspectra/spec-00003.mzXML	39758	278.986	0	279.18	234	spec/spec-00003.mzXML	f.MSV000078547/spectrum/DLab/fi1026F_FT-IT.mzXML
130	inputspectra/spec-00005.mzXML	290012	351.882	0	280.14	359	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
130	inputspectra/spec-00005.mzXML	275654	397.149	0	280.141	397	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
131	inputspectra/spec-00013.mzXML	7704.65	140.17	0	279.48	285	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
131	inputspectra/spec-00013.mzXML	9183.54	147.186	0	280.41	298	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
131	inputspectra/spec-00013.mzXML	8132.52	151.252	0	280.44	305	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
131	inputspectra/spec-00013.mzXML	6129.24	271.959	0	281.48	513	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
131	inputspectra/spec-00013.mzXML	7531.78	307.035	0	281.47	570	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
131	inputspectra/spec-00013.mzXML	7489.63	313.068	0	281.46	580	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
131	inputspectra/spec-00015.mzXML	3462.57	253.188	0	279.98	391	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
131	inputspectra/spec-00015.mzXML	3250.37	269.162	0	279.87	416	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
131	inputspectra/spec-00015.mzXML	2794.93	505.641	0	280.19	723	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
131	inputspectra/spec-00015.mzXML	3050.2	507.877	0	279.98	726	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
131	inputspectra/spec-00015.mzXML	2874.61	516.515	0	280.4	739	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
132	inputspectra/spec-00005.mzXML	465371	21.28	0	280.14	34	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
132	inputspectra/spec-00005.mzXML	572616	23.0656	0	280.14	37	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
132	inputspectra/spec-00019.mzXML	497865	7.8409	0	280.14	13	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
132	inputspectra/spec-00019.mzXML	470594	10.3196	0	280.141	17	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
133	inputspectra/spec-00007.mzXML	279577	116.666	0	280.17	155	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
133	inputspectra/spec-00007.mzXML	289685	121.425	0	280.17	160	spec/spec-00007.mzXML	f.MSV000078547/spectrum/DLab/121119_VM37_FT-IT.mzXML
134	inputspectra/spec-00002.mzXML	18420.5	14.1287	0	285.12	15	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00002.mzXML	18225.3	16.7394	0	285.18	18	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00002.mzXML	13331.2	48.8719	0	283.17	49	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00002.mzXML	12677.2	64.3003	0	283.11	64	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00002.mzXML	13810.2	319.148	0	285.1	300	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00002.mzXML	12556	322.968	0	284.97	304	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00002.mzXML	14290.9	370.527	0	283.26	349	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00002.mzXML	15866.3	374.63	0	283.2	353	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00002.mzXML	6101.14	583.403	0	281.3	544	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
134	inputspectra/spec-00020.mzXML	5782	116.638	0	285.011	97	spec/spec-00020.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_ft_it.mzXML
134	inputspectra/spec-00020.mzXML	3139.33	122.547	0	285.01	102	spec/spec-00020.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_ft_it.mzXML
134	inputspectra/spec-00020.mzXML	1963.13	426.347	0	285.01	304	spec/spec-00020.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_ft_it.mzXML
135	inputspectra/spec-00013.mzXML	2804.05	388.751	0	282.84	695	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
135	inputspectra/spec-00013.mzXML	4206.65	590.287	0	282.48	995	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
135	inputspectra/spec-00019.mzXML	27527.6	374.677	0	282.12	355	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
135	inputspectra/spec-00019.mzXML	27101	407.383	0	282.12	383	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
137	inputspectra/spec-00013.mzXML	3326.04	369.311	0	283.54	667	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
137	inputspectra/spec-00013.mzXML	2789.62	449.175	0	283.51	785	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
137	inputspectra/spec-00015.mzXML	2847.95	153.341	0	283.61	276	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
137	inputspectra/spec-00015.mzXML	2938.58	175.427	0	283.57	311	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
137	inputspectra/spec-00015.mzXML	2975.59	276.119	0	283.57	427	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
138	inputspectra/spec-00005.mzXML	59537	241.943	0	284.1	277	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
138	inputspectra/spec-00005.mzXML	41115.7	466.322	0	284.1	460	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
138	inputspectra/spec-00019.mzXML	47496.7	344.266	0	284.1	329	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
139	inputspectra/spec-00013.mzXML	3314.23	515.858	0	284.51	883	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
139	inputspectra/spec-00015.mzXML	2667.44	585.161	0	285.22	838	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
140	inputspectra/spec-00002.mzXML	14499.3	339.738	0	286.01	320	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
140	inputspectra/spec-00020.mzXML	6961.41	432.845	0	285.011	309	spec/spec-00020.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_ft_it.mzXML
141	inputspectra/spec-00013.mzXML	9444.37	144.876	0	286.54	294	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
141	inputspectra/spec-00013.mzXML	7072.06	155.795	0	286.55	311	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
141	inputspectra/spec-00013.mzXML	6395.11	187.414	0	286.46	368	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
141	inputspectra/spec-00013.mzXML	5631.48	506.126	0	285.45	868	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
141	inputspectra/spec-00013.mzXML	5013.94	553.729	0	285.46	940	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
143	inputspectra/spec-00002.mzXML	16916.9	244.414	0	287.17	232	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
143	inputspectra/spec-00002.mzXML	19111.4	299.21	0	287.13	282	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
143	inputspectra/spec-00002.mzXML	5645.46	539.757	0	288.48	504	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
143	inputspectra/spec-00002.mzXML	3737.52	576.806	0	288.69	538	spec/spec-00002.mzXML	f.MSV000078547/spectrum/DLab/120228_nbut_3610_it_it_take2.mzXML
144	inputspectra/spec-00013.mzXML	23816.7	53.6604	0	288.55	115	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
144	inputspectra/spec-00013.mzXML	21344	58.3914	0	288.48	125	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
144	inputspectra/spec-00013.mzXML	22987.4	63.1117	0	288.53	135	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
144	inputspectra/spec-00013.mzXML	18643	215.457	0	289.53	416	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
144	inputspectra/spec-00013.mzXML	17986.1	230.672	0	289.54	443	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
144	inputspectra/spec-00013.mzXML	26284.6	390.688	0	287.52	698	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
144	inputspectra/spec-00013.mzXML	16161.2	414.827	0	287.48	735	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
144	inputspectra/spec-00013.mzXML	14819.5	423.957	0	287.48	748	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
145	inputspectra/spec-00015.mzXML	4712.28	80.6526	0	287.91	150	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
145	inputspectra/spec-00015.mzXML	5341.32	93.8786	0	287.8	175	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
145	inputspectra/spec-00015.mzXML	4993.93	103.112	0	287.63	191	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
145	inputspectra/spec-00015.mzXML	3573.72	715.713	0	287.99	1056	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
145	inputspectra/spec-00015.mzXML	3981.2	723.998	0	287.78	1069	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
146	inputspectra/spec-00019.mzXML	26867.9	408.191	0	288.11	384	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
146	inputspectra/spec-00019.mzXML	26735.2	430.269	0	288.11	404	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
147	inputspectra/spec-00004.mzXML	76306	267.568	0	288.29	294	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
147	inputspectra/spec-00004.mzXML	102992	274.886	0	288.29	302	spec/spec-00004.mzXML	f.MSV000078547/spectrum/DLab/fi1026d_FT-it.mzXML
147	inputspectra/spec-00009.mzXML	13242.4	170.403	0	288.29	110	spec/spec-00009.mzXML	f.MSV000078547/spectrum/DLab/121204_1026G_ls_FT_IT.mzXML
147	inputspectra/spec-00009.mzXML	11459.2	173.017	0	288.29	113	spec/spec-00009.mzXML	f.MSV000078547/spectrum/DLab/121204_1026G_ls_FT_IT.mzXML
147	inputspectra/spec-00017.mzXML	6259.96	114.328	0	288.26	97	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
147	inputspectra/spec-00017.mzXML	3031	122.851	0	288.26	103	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
147	inputspectra/spec-00025.mzXML	4750.77	302.992	0	288.29	210	spec/spec-00025.mzXML	f.MSV000078547/spectrum/DLab/121115_srf_dd02.mzXML
147	inputspectra/spec-00025.mzXML	5874.71	330.265	0	288.29	224	spec/spec-00025.mzXML	f.MSV000078547/spectrum/DLab/121115_srf_dd02.mzXML
149	inputspectra/spec-00017.mzXML	46235.6	85.6194	0	290.272	79	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
149	inputspectra/spec-00017.mzXML	31826.7	91.4882	0	290.27	83	spec/spec-00017.mzXML	f.MSV000078547/spectrum/DLab/121207_proximicin_B_DD_MS2.mzXML
150	inputspectra/spec-00013.mzXML	4201.55	399.815	0	290.55	712	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
150	inputspectra/spec-00013.mzXML	3665.67	411.074	0	290.65	729	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
150	inputspectra/spec-00013.mzXML	3563.09	424.43	0	290.62	749	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
150	inputspectra/spec-00015.mzXML	3422.18	130.623	0	290.71	238	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
150	inputspectra/spec-00015.mzXML	3680.18	178.752	0	290.57	316	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
150	inputspectra/spec-00015.mzXML	3375.19	275.535	0	291	426	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
150	inputspectra/spec-00015.mzXML	3237.06	293.554	0	290.97	453	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
150	inputspectra/spec-00015.mzXML	2848.02	561.419	0	290.98	803	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
150	inputspectra/spec-00015.mzXML	3125.11	568.621	0	290.95	814	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
150	inputspectra/spec-00015.mzXML	3238.53	577.389	0	290.91	827	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
151	inputspectra/spec-00005.mzXML	80133.9	167.874	0	292.12	208	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
151	inputspectra/spec-00005.mzXML	53476.6	186.996	0	292.12	224	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
151	inputspectra/spec-00019.mzXML	85515.2	141.012	0	292.12	154	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
151	inputspectra/spec-00019.mzXML	66322	180.797	0	292.12	190	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
152	inputspectra/spec-00009.mzXML	17383.8	39.7167	0	293.1	38	spec/spec-00009.mzXML	f.MSV000078547/spectrum/DLab/121204_1026G_ls_FT_IT.mzXML
152	inputspectra/spec-00009.mzXML	17393.8	51.1321	0	293.1	44	spec/spec-00009.mzXML	f.MSV000078547/spectrum/DLab/121204_1026G_ls_FT_IT.mzXML
152	inputspectra/spec-00025.mzXML	11682	114.606	0	292.21	109	spec/spec-00025.mzXML	f.MSV000078547/spectrum/DLab/121115_srf_dd02.mzXML
152	inputspectra/spec-00025.mzXML	12383.5	121.71	0	292.206	113	spec/spec-00025.mzXML	f.MSV000078547/spectrum/DLab/121115_srf_dd02.mzXML
153	inputspectra/spec-00013.mzXML	5213.45	236.165	0	292.47	452	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
153	inputspectra/spec-00013.mzXML	4882.52	240.782	0	292.51	460	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
153	inputspectra/spec-00013.mzXML	5182.58	255.224	0	292.48	484	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
153	inputspectra/spec-00015.mzXML	3359.19	267.692	0	292.4	414	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
153	inputspectra/spec-00015.mzXML	2340.33	429.234	0	292.28	646	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
153	inputspectra/spec-00015.mzXML	3110.87	595.272	0	292.33	854	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
153	inputspectra/spec-00015.mzXML	3042.43	651.718	0	292.27	950	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
154	inputspectra/spec-00005.mzXML	1.95959e+06	1.9339	0	294.157	3	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
154	inputspectra/spec-00005.mzXML	3.09964e+06	4.9265	0	294.156	8	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
154	inputspectra/spec-00019.mzXML	1.43786e+06	1.9379	0	294.157	3	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
154	inputspectra/spec-00019.mzXML	2.09191e+06	4.9137	0	294.157	8	spec/spec-00019.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_PY79_dd.mzXML
155	inputspectra/spec-00013.mzXML	9527.38	131.347	0	294.49	269	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
155	inputspectra/spec-00013.mzXML	9724.03	137.994	0	294.58	281	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
155	inputspectra/spec-00013.mzXML	9449.09	144.414	0	294.44	293	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
156	inputspectra/spec-00015.mzXML	2497.03	338.627	0	295.1	518	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
156	inputspectra/spec-00015.mzXML	2352.44	380.049	0	294.69	580	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
156	inputspectra/spec-00015.mzXML	2321.96	388.878	0	294.69	592	spec/spec-00015.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_SRM7_DD_MS2.mzXML
157	inputspectra/spec-00005.mzXML	288302	41.0439	0	295.16	64	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
157	inputspectra/spec-00005.mzXML	280486	43.5835	0	295.16	68	spec/spec-00005.mzXML	f.MSV000078547/spectrum/DLab/121115_nbut_3610_dd.mzXML
157	inputspectra/spec-00013.mzXML	12365	176.256	0	295.53	347	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
157	inputspectra/spec-00013.mzXML	9461.03	192.023	0	295.45	376	spec/spec-00013.mzXML	f.MSV000078547/spectrum/DLab/121114_nanoDESI_polar_ISP2_control_DD_MS2.mzXML
